par,mean_value,diff,mean_diff,upper_limit,lower_limit
par1,-3.3221012296197774,5.784913740104855,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.7102018465737002,0.18049588721322607,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.7845621691331659,-0.32566126178003585,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.8884535912164719,-0.40823874983220765,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.4959400379663351,0.449342282244316,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.3585954891733931,-3.0717527436004017,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.728702532858321,1.8758050085329665,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.8785855853063549,-0.16793206205755584,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.5843564020889792,-1.4920050934107205,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.21157080264457,1.6364750897395497,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.1238407612742178,-1.9346454515170557,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.46799293787881896,-2.213158723943282,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.277980249039723,-4.8289978784462155,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,1.0385560927649398,0.3308342444568254,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-3.5846532836010088,-5.259809632142282,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.05251731348273314,1.3449407345840487,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.005814393180757604,-2.469458669477972,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.44649042053315796,0.8606778233727442,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.9312391631804555,2.9658871484588936,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.3352653679309904,-3.5803365595031282,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.31118690559418283,-3.062359843452912,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.17695631538674528,-1.3797218331163228,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.34152389773394864,-2.2460328809810175,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,1.2740317401964334,1.258287068450803,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.48360333609883677,0.3099707417104951,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.31957404501048947,3.5908311381819944,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.8241260345218568,0.0980259972912989,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.19107380824252052,2.7104268983242346,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.6109438423293659,3.048252852225037,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.5356847518545063,0.5683228401867372,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.3352975544797487,-3.2075828303092124,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,1.0049029803778828,1.6504792393088628,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.5849375920564954,2.6633748867569276,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.7718001056657302,3.277232178058746,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.5060061950447877,0.277764313520764,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.5770095013686253,-0.4922141087806338,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-2.2719265692874573,-0.4428759449672084,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.24084486458898863,1.068535535538658,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.493199315025062,-1.5869908673338453,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.5150075916354457,-0.15750133956605905,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.38734480536362326,3.982065044559516,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.5312969602477996,-1.4103404443657406,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-4.2269355497691485,3.9752450998061133,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.7004861033561315,-2.904017963998836,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,1.2946244689178539,-0.9430137016664734,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.501627539637645,-0.2619317724101044,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.3590672660154236,-2.508045609236097,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.0118948070876144,3.3451880813255173,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,1.0587067228040477,-0.9298830002872966,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.4175359838669577,-2.1852413590736104,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.4572182714900298,0.0812258992716528,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-2.731511890798167,6.966092417748076,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.651094905946381,4.253602703518351,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-2.174837100469477,0.022465148647997424,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.32827567802042734,4.007363942487924,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.0010993021624701,-3.5914361251542797,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,1.0816606000636317,0.07626365206811014,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.8585413263095938,0.4109044080116535,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.07598831313907212,-0.8540609177236506,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-2.4325457746628065,-1.1924643913959507,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.4710406911306642,2.286003463409929,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.06367767702099242,-0.3012695360736862,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-2.5711943412019975,0.49945800461915946,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.32604561930860887,2.6916517059513483,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.2722561476185403,-2.341950330647219,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.44290923133902493,-0.18373361170979002,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.4385865376214022,4.494147489959881,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-4.185386318303819,4.058343562736882,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.1017584607484132,2.829781112755264,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.6418810708155167,-0.4032622371630301,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.5367349050009986,-2.2737767509610958,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.8257018983089336,-1.8539702229430273,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,1.2328099244118162,-0.25413902074474537,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-1.8878521138586613,-0.26438536799311607,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-2.761537671198619,1.234146377927182,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,-0.6817400719124644,-2.964477771805228,-0.1603542028445637,4.804775688149862,-5.12548409383899
par1,0.6348635514372778,1.6983221435738272,-0.1603542028445637,4.804775688149862,-5.12548409383899
